新闻标题,发布日期,发稿单位,网页链接
东北财经大学召开各民主党派、无党派人士基层组织“学规定、强作风、树形象”主题教育动员会,2025-05-30,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_92108.html
东北财经大学师生数字素养提升系列培训首课成功举办,2025-05-29,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_92090.html
东北财经大学开展消防安全应急演练,2025-05-28,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_92057.html
东北财经大学国际经济贸易学院荣获第五届MIB国际商务谈判赛一等奖,2025-05-28,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_92046.html
东北财经大学举行辽宁省高校教师“领航工作站”建设试点工作启动仪式,2025-05-27,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_92031.html
《共产党员》杂志专题报道东北财经大学“大思政课”建设典型案例,2025-05-27,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_92021.html
东北财经大学2025年教职工趣味运动会圆满结束,2025-05-26,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_92004.html
“财赋山海”嘉年华活动在东北财经大学付家庄校区成功举办,2025-05-26,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_92003.html
东北财经大学辅导员在辽宁省高校辅导员素质能力骨干训练营中取得佳绩,2025-05-26,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_92171.html
深化法商融合 服务东北振兴 东北财经大学助力第三届大连仲裁周主题活动,2025-05-26,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_91993.html
东北财经大学公共管理学院党委联合举办首届“党建引领基层治理案例大赛”,2025-05-26,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_91987.html
东北财经大学公共管理学院协办的2025年高校管理学院/公共管理学院院长论坛暨中国双法研究会高等教育管理学术年会在延安举行,2025-05-26,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_91986.html
东北财经大学人文与传播学院原创红色舞台剧《旌歌》成功演出,2025-05-23,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_91950.html
东北财经大学召开警示教育大会,2025-05-23,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_91932.html
东北财经大学党委理论学习中心组（扩大）举行消防安全知识专题学习会,2025-05-23,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_91922.html
大连市地方人大预算审查监督研究中心工作座谈会在东北财经大学召开,2025-05-23,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_91923.html
东北财经大学成功举办《中国会计评论》2025年春季专题研讨会,2025-05-21,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_91886.html
东北财经大学举办林继肯先生学术座谈会,2025-05-21,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_91878.html
东北财经大学成功举办第四届人力资源管理学科发展论坛,2025-05-21,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_91872.html
东北财经大学举办2025“文化东财 自信自强”校园文化节“悦享书香”之“尖山师语”活动,2025-05-21,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_91859.html
辽宁省委常委、宣传部部长、省委教育工委书记靳国卫到东北财经大学调研,2025-05-21,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_91856.html
东北财经大学唐加福教授在《光明日报》发表理论文章《把握经济高质量发展的深刻内涵》,2025-05-20,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_91816.html
东北财经大学2025年教职工排球联赛成功举办,2025-05-19,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_91798.html
东北财经大学成功举办“研究生导师培训暨培养经验交流会”,2025-05-16,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_91766.html
东北财经大学开展“大中小学思政课一体化建设基地”揭牌仪式暨共上一堂VR思政课活动,2025-05-16,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_91765.html
东北财经大学党委召开传达学习全省高校党的建设工作会议精神及相关工作部署会议,2025-05-16,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_91755.html
东北财经大学与大连市消防救援支队举行战略合作协议签约仪式,2025-05-15,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_91745.html
东北财经大学成功举办2025年心理健康教育微课比赛暨“5·25”心理健康教育月系列活动,2025-05-15,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_91740.html
东北财经大学国际商务外语学院党委开展红色教育实践暨党建共建活动,2025-05-15,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_91741.html
东北财经大学党委召开落实省委第八巡视组巡视反馈意见整改工作推进会,2025-05-15,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_91735.html
东北财经大学教学质量监控与评估办公室赴锦州市义县大榆树堡镇沟口子村看望驻村干部,2025-05-15,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_91742.html
东北财经大学赴锦州义县开展数字化大中小学思政课一体化建设进乡村活动,2025-05-13,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_91689.html
“1895-1945愿为同胞倒海倾——台胞家族抗日救亡历史图文展”高校巡展在东北财经大学启动,2025-05-09,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_91640.html
东北财经大学举办2025年教职工始业培训班暨海外归国人员专项培训班,2025-05-09,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_91631.html
东北财经大学召开消防安全集中整治动员会议,2025-05-09,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_91629.html
东北财经大学党委深入贯彻中央八项规定精神学习教育第2期读书班暨党委理论学习中心组集体学习会举行,2025-05-08,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_91614.html
东北财经大学与萨里大学联合管理委员会会议成功召开,2025-05-08,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_91613.html
东北财经大学AI赋能教育成果亮相第八届数字中国建设峰会,2025-05-07,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_91600.html
东北财经大学召开来华留学生高等教育质量认证首批再认证工作推进会,2025-05-07,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_91589.html
东北财经大学驻村工作队携手锦州教育慈善基金会打造乡村教育新阵地,2025-05-06,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_91570.html
五四青年节 | 以青春之名 赴时代之约,2025-05-04,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_91550.html
大连市政协法制委一行到东北财经大学专题调研毕业生高质量充分就业工作,2025-05-01,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_91554.html
“五一”国际劳动节 | 致敬每一个追光的你,2025-05-01,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_91549.html
东北财经大学成功举办第六届会计学者论坛,2025-04-28,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_91488.html
书香校园润童心 阅读筑梦向未来——东北财经大学图书馆与附属幼儿园联合开展书香文化传承活动,2025-04-27,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_91448.html
东北财经大学数字党校平台上线,2025-04-27,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_91418.html
东北财经大学“统战大讲堂”开讲：日出红山五千年——何以从文化遗址到世界遗产的价值跃升,2025-04-26,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_91413.html
省委决定方红星同志任东北财经大学党委书记，汪旭晖同志任东北财经大学党委副书记、校长,2025-04-25,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_91398.html
东北财经大学成功举办“中华老字号高校行”系列活动,2025-04-25,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_91491.html
扬州市2025年“烟花三月•才聚扬城”大学生春季招聘活动在东北财经大学举行,2025-04-25,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_91394.html
东北财经大学举办2025年“春季促就业攻坚行动”之“就业+实习”双选会,2025-04-25,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_91393.html
遵义市“千企万岗进百校”引才活动大连市专场招聘会在东北财经大学举行,2025-04-25,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_91392.html
东北财经大学2025年“4·23世界读书日”阅读推广系列活动启动暨“书香学院”等奖项颁奖仪式成功举办,2025-04-24,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_91371.html
东北财经大学获批2025年度教育部高校思想政治工作质量提升综合改革与精品建设项目,2025-04-22,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_91239.html
“渤海拾贝 博济启航”东北财经大学天津校友会成立十周年年会成功举办,2025-04-22,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_91234.html
CIMA英国皇家特许管理会计师公会一行访问东北财经大学,2025-04-21,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_91231.html
“资产评估行业发展与人才培养系列活动启动仪式——资产评估师职业资格考试宣讲‘校园行’”在东北财经大学成功举办,2025-04-21,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_91213.html
执绿色之笔 绘树人之卷——东北财经大学“共建绿色校园 共筑生态未来”植树活动圆满举行,2025-04-21,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_91212.html
锚定教育强国建设目标，奋力书写决胜之年决胜之战东财答卷——东北财经大学举办领导干部和基层党务工作者能力素质提升专题培训班,2025-04-20,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_91196.html
东北财经大学召开教学研究中心换届大会暨2025年校级本科教学改革研究项目选题发布会,2025-04-17,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_91164.html
民进大连市委会主委艾华一行到东北财经大学调研,2025-04-17,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_91152.html
中国教育和科研计算机网（CERNET）大连地区中心2025年年会在东北财经大学召开,2025-04-16,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_91134.html
2025“文化东财 自信自强”校园文化节开幕式暨“高雅艺术进校园——蒙古勒津传统歌舞非遗展演走进东北财经大学”活动成功举办,2025-04-16,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_91125.html
全民国家安全教育日 | 共筑全民防线 守护国家安全,2025-04-15,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_91106.html
东北财经大学“4·15”全民国家安全教育日——“国门生物安全进校园”专题讲座成功举办,2025-04-15,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_91112.html
2025年全国教育国际交流协会工作交流会与会代表到东北财经大学萨里国际学院调研,2025-04-14,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_91089.html
学校纪委召开巡视整改监督工作推进会议,2025-04-09,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_90969.html
东北财经大学工商管理学院副院长马文甲在《光明日报》发表理论文章《耐心资本助力科技创新和产业创新深度融合》,2025-04-08,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_90885.html
东北财经大学第二十届“税法宣传月”启动仪式暨税务大讲堂活动成功举办,2025-04-08,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_90867.html
东北财经大学签约共建大连金普新区市域产教联合体党建工作联盟,2025-04-08,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_90804.html
东北财经大学启动2025年度创新创业系列赛事活动,2025-04-07,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_90769.html
东北财经大学金融科技学院教师受邀参加大连市银行业 “金融护航 知赢未来”——“五篇大文章” 数字金融辅导会,2025-04-03,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_90751.html
上海财经大学党委副书记周国良一行到东北财经大学看望挂职干部并调研,2025-04-03,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_90748.html
东北财经大学党委常委、副校长王伟同教授在《学习时报》发表理论文章《建立和完善扩大居民消费的长效机制》,2025-04-02,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_90679.html
东北财经大学民盟盟员李博阳参加全省民营企业座谈会,2025-03-28,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_90610.html
东北财经大学党委深入贯彻中央八项规定精神学习教育第1期读书班暨党委理论学习中心组（扩大）集体学习会举行,2025-03-28,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_90607.html
东北财经大学召开2025年全面从严治党工作会议,2025-03-27,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_90584.html
东北财经大学召开2025年就业工作会议,2025-03-27,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_90580.html
东北财经大学召开警示教育大会,2025-03-27,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_90579.html
AI赋能，东北财经大学声像档案保护与管理创新取得可喜成果,2025-03-26,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_90540.html
东北财经大学党委召开第五轮巡察工作动员部署会,2025-03-25,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_90497.html
中华文明根基与经济自主创新发展——中国传统经济学2025年年会成功举办,2025-03-25,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_90455.html
东北财经大学党委副书记、校长方红星到金融学院调研指导工作,2025-03-24,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_90419.html
东北财经大学成功举办DeepSeek在高校课堂的实践与应用专题培训,2025-03-21,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_90393.html
东北财经大学法学院师生参加大连市律师行业法律人才专场招聘会,2025-03-21,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_90392.html
东北财经大学关心下一代工作委员会举办“薪火相传学雷锋 决胜振兴作贡献”主题交流活动,2025-03-21,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_90363.html
东北财经大学党委部署启动深入贯彻中央八项规定精神学习教育工作,2025-03-20,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_90337.html
东北财经大学举办2025届毕业生春季就业“双向选择”洽谈会,2025-03-20,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_90319.html
东北财经大学王逸强入选国家全民参保宣讲员,2025-03-20,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_90318.html
东北财经大学党委理论学习中心组举行集体学习会 深入学习贯彻习近平总书记在全国两会期间的重要讲话精神和全国两会精神,2025-03-19,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_90298.html
东北财经大学举办“繁荣网络文化 共建网络文明” 专题报告会,2025-03-19,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_90291.html
“学习强国”学习平台 东北财经大学合作备忘录签约暨同学汇学生工作站揭牌仪式成功举行,2025-03-19,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_90290.html
东北财经大学党委副书记、校长方红星会见大连市医疗保障局局长黄斌一行,2025-03-16,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_90245.html
东北财经大学第七届教职工代表大会第三次会议召开,2025-03-16,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_90244.html
东北财经大学举行2025年退伍学生欢迎会暨入伍学生欢送会,2025-03-14,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_90239.html
东北财经大学教师参加教育部电子商务概论课程虚拟教研室共建研讨会并作报告,2025-03-14,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_90229.html
辽宁省第二届大学生职业规划大赛（成长赛道）决赛在东北财经大学举行,2025-03-10,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_90055.html
东北财经大学继续教育学院两项任务入选教育部2024年学习型社会建设重点任务培育建设名单,2025-03-03,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_89757.html
东北财经大学吕炜教授、刘欣琦博士在《光明日报》发表理论文章《优化财政政策支持 大力提振消费》,2025-02-25,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_89591.html
东北财经大学张向达教授在《光明日报》发表理论文章《加快发展现代化大农业》,2025-02-10,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_89479.html
东北财经大学5项课题获批2024年度辽宁省高校党建研究课题立项,2025-01-09,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_89356.html
东北财经大学工商管理学院人力与物流教师党支部获评2024年辽宁省党支部标准化规范化建设示范点,2025-01-03,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_89267.html
东北财经大学师生参加全国财经院院校创新创业联盟2024年年会暨第九届全国财经院校创新创业大赛并获奖,2024-12-23,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_89095.html
东北财经大学爱心母婴室获评辽宁省新时代职工之家女职工关爱室“两个一百”建设项目,2024-12-18,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_88974.html
东北财经大学协办的第五届全国供应链与运营管理学术年会成功举办,2024-12-16,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_88928.html
全国高校第15！财经类高校第1！辽宁省高校第1！东北财经大学连续16年中标国家社会科学基金重大项目,2024-12-13,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_88900.html
东北财经大学在第三届辽宁省高校组织员素质能力大赛中获集体二等奖,2024-12-13,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_88887.html
东北财经大学吕炜教授、刘欣琦博士在《人民日报》发表理论文章《把握深化财税体制改革的科学方法》,2024-12-04,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_88666.html
东北财经大学王海威教授在《光明日报》发表理论文章《守正创新推动思政课建设内涵式发展》,2024-12-03,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_88628.html
入选辽宁省“世界一流学科”建设行列 东北财经大学学科建设取得重大进展,2024-12-03,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_88626.html
东北财经大学成功举办2024年全国数量经济学博士生学术论坛,2024-11-28,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_88563.html
东北财经大学圆满完成教育部普通高校继续教育质量评价试点工作,2024-11-22,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_88394.html
东北财经大学会计学院教师祁渊教授荣获全国优秀教师荣誉称号,2024-11-15,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_88249.html
东北财经大学第三批全省新时代党建工作标杆院系样板支部培育创建单位、第二批辽宁省高校“双带头人”教师党支部书记工作室建设单位通过验收,2024-11-14,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_88229.html
东北财经大学吕炜教授在《经济日报》发表理论文章《坚持创新在现代化建设全局中的核心地位》,2024-11-13,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_87893.html
东北财经大学成功举办第二十次全国中青年统计科学研讨会,2024-11-06,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_87706.html
东北财经大学签约共建辽宁省工商联民营经济研究智库,2024-10-25,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_87274.html
全国高等学校文科学报研究会第九届常务理事会第七次会议在东北财经大学举行,2024-10-24,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_87233.html
首获辽宁优青！东北财经大学王勇教授立项辽宁省自然科学基金优秀青年基金项目,2024-10-17,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_86984.html
东北财经大学3个党支部入选全国高校“双带头人”教师党支部书记“强国行”专项行动团队,2024-10-17,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_86982.html
教育部物流管理专业虚拟教研室建设暨数智赋能专业建设研讨会在东北财经大学顺利召开,2024-10-11,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_86890.html
东北财经大学出版社“东北全面振兴·辽宁三年行动研究丛书”入选2024年度辽宁省重点主题出版扶持项目,2024-09-26,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_86665.html
辽宁省第一！东北财经大学获批2024年度教育部人文社会科学研究一般项目18项,2024-09-15,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_86442.html
东北财经大学视频作品入选教育部“2024年教师风采艺术作品征集活动”优胜作品,2024-09-13,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_86353.html
东北财经大学学生获评2024年辽宁省大学生年度影响力人物、大学生年度人物,2024-09-09,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_86099.html
东北财经大学师生在第三届辽宁省大学生数字影像大赛暨辽宁省首届数据新闻大赛中荣获“数据新闻组”唯一特等奖,2024-08-29,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_85772.html
东北财经大学在全国第七届大学生艺术展演活动中荣获佳绩,2024-08-28,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_85747.html
东北财经大学“DUFE工商之生”公众号入选全国高校思想政治工作网“思政育人影响力提升榜”和“思政育人影响力排行榜”,2024-08-26,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_85691.html
东北财经大学人文与传播学院姜华副教授在《光明日报》发表理论文章《东北解放区的乡村文化建设及其历史经验》,2024-08-14,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_85539.html
东北财经大学教师在2024年辽宁省体育教师教学技能大赛中荣获佳绩,2024-08-09,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_85520.html
东北财经大学教师王海威在第四届全国高校教师教学创新大赛中获奖,2024-08-04,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_85453.html
东北财经大学公共管理学院郭劲光教授在《经济日报》发表理论文章《提升数字产业集群竞争力》,2024-07-26,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_85369.html
东北财经大学党组织和党员获得辽宁省委教育工委表彰,2024-07-01,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_84829.html
东北财经大学工商管理学院企业管理教师党支部书记工作室获评第三批全国高校“双带头人”教师党支部书记工作室,2024-06-26,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_84671.html
东北财经大学产业组织与企业组织研究中心韩超研究员在《光明日报》发表理论文章《统筹推动传统产业与新兴产业发展》,2024-06-18,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_84457.html
东北财经大学人文与传播学院姜华副教授在《人民日报》发表理论文章《把祖先留下的珍贵财富世世代代传下去 像守护家园一样守护好长城》,2024-06-13,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_84319.html
东北财经大学党委书记肖兴志教授在《光明日报》发表理论文章《着力增强大宗商品产业链供应链韧性》,2024-06-11,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_84261.html
东北财经大学吕炜教授、刘欣琦博士在《光明日报》发表理论文章《强化发展新质生产力的财政支持》,2024-05-29,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_83925.html
东北财经大学韩传喜教授在《光明日报》发表文章《生态文学“地方感”的呈现方式与价值空间》,2024-05-29,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_83924.html
东北财经大学辅导员在第十届辽宁省高校辅导员素质能力大赛中取得佳绩,2024-05-24,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_83807.html
东北财经大学成功举办教育部电子商务概论课程虚拟教研室建设研讨会,2024-05-16,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_83537.html
东北财经大学人文与传播学院院长韩传喜在《人民日报》发表文章《为山乡巨变加油鼓劲》,2024-05-08,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_83171.html
东北财经大学工商管理学院企业管理教师党支部入选第四批“全国党建工作样板支部”,2024-04-30,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_82920.html
东北财经大学成功举办第五届全国财经教育教务处长论坛,2024-04-29,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_82913.html
东北财经大学青年学生肉孜麦提·吐尔逊荣获辽宁“最美青年”称号,2024-04-29,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_82912.html
东北财经大学吴晓同学入选第三批全国高校“百名研究生党员标兵”,2024-04-24,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_82701.html
东北财经大学驻村干部李云波同志先进事迹入选辽宁省委组织部《驻村干部风采——抓党建促乡村振兴案例选编》,2024-03-05,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_81306.html
东北财经大学入选辽宁省“一站式”学生社区综合管理模式建设示范高校,2024-02-25,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_81107.html
东北财经大学4项课题获批2023年度辽宁省高校党建研究课题立项,2024-01-26,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_81017.html
东北财经大学基层党组织和党员获评2023年辽宁省高校“校园先锋示范岗”,2024-01-26,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_81016.html
东北财经大学法学院刘福元教授获评第四届“辽宁省杰出中青年法学专家”,2023-12-28,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_80480.html
东北财经大学教育评价改革工作案例入选2023年度辽宁省深化新时代教育评价改革典型案例,2023-12-01,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_79811.html
东北财经大学牵头成立全国智慧数字财经产教融合共同体、全国数字商贸行业产教融合共同体,2023-12-01,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_79812.html
东北财经大学党委书记肖兴志教授在《人民日报》发表理论文章《夯实新发展格局的基础 着力提升产业体系韧性》,2023-11-16,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_79322.html
东北财经大学廉洁教育工作案例获评教育部第八届高校廉洁教育系列活动案例展示优秀作品,2023-11-13,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_79228.html
东北财经大学教师张嫚参加中国妇女第十三次全国代表大会,2023-11-08,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_79076.html
东北财经大学组织员在第二届辽宁省高校组织员素质能力大赛中取得佳绩,2023-10-20,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_78571.html
东北财经大学2名辅导员荣获“2022年度辽宁省高校辅导员家访活动先进个人”荣誉称号,2023-10-16,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_78379.html
东北财经大学费威教授在《人民日报》发表理论文章《保障粮食和重要农产品稳定安全供给》,2023-09-29,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_77840.html
东北财经大学驻村工作队所在沟口子村农家书屋获评辽宁省“最美阅读空间”,2023-09-26,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_77798.html
东北财经大学出版社五种图书（选题）入选2023年度辽宁省主题出版重点出版物专项资金扶持作品（选题）,2023-09-18,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_77582.html
东北财经大学视频作品入选教育部“2023年新时代教师风采短视频征集活动”入围作品,2023-09-13,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_77426.html
东北财经大学青年学生吴晓荣获2022年度“中国大学生自强之星标兵”,2023-09-01,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_77008.html
东北财经大学师生荣获2023年“辽宁省高校辅导员年度影响力人物”、“辽宁省高校辅导员年度人物”提名奖、“辽宁省大学生年度人物”等荣誉,2023-08-31,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_77042.html
东北财经大学教师在第三届全国高校教师教学创新大赛中喜获佳绩,2023-08-23,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_76753.html
东北财经大学吕炜教授在《经济日报》发表理论文章《深刻领悟战略问题是根本性问题》,2023-07-12,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_76167.html
